ORIGIN,DESTINATION,OCCURRENCES
161,?,28
163,?,28
165,?,56
166,?,28
167,?,28
169,?,28
170,?,28
171,?,28
172,?,28
173,?,28
175,?,28
177,?,28
178,?,0
179,?,28
182,?,28
183,?,28
184,?,28
186,?,28
187,?,28
188,?,56
189,?,28
192,?,28
193,?,28
194,?,0
