ORIGIN,DESTINATION,OCCURRENCES
161,?,2
163,?,2
165,?,4
166,?,2
167,?,2
169,?,2
170,?,2
171,?,2
172,?,2
173,?,2
175,?,2
177,?,2
178,?,0
179,?,2
182,?,2
183,?,2
184,?,2
186,?,2
187,?,2
188,?,4
189,?,2
192,?,2
193,?,2
194,?,0
