ORIGIN,DESTINATION,OCCURRENCES
161,?,46
163,?,46
165,?,92
166,?,46
167,?,46
169,?,46
170,?,46
171,?,46
172,?,46
173,?,46
175,?,46
177,?,46
178,?,0
179,?,46
182,?,46
183,?,46
184,?,46
186,?,46
187,?,46
188,?,92
189,?,46
192,?,46
193,?,46
194,?,0
