ORIGIN,DESTINATION,OCCURRENCES
161,?,40
163,?,40
165,?,80
166,?,40
167,?,40
169,?,40
170,?,40
171,?,40
172,?,40
173,?,40
175,?,40
177,?,40
178,?,0
179,?,40
182,?,40
183,?,40
184,?,40
186,?,40
187,?,40
188,?,80
189,?,40
192,?,40
193,?,40
194,?,0
