ORIGIN,DESTINATION,OCCURRENCES
161,?,12
163,?,12
165,?,24
166,?,12
167,?,12
169,?,12
170,?,12
171,?,12
172,?,12
173,?,12
175,?,12
177,?,12
178,?,0
179,?,12
182,?,12
183,?,12
184,?,12
186,?,12
187,?,12
188,?,24
189,?,12
192,?,12
193,?,12
194,?,0
