ORIGIN,DESTINATION,OCCURRENCES
161,?,20
163,?,20
165,?,40
166,?,20
167,?,20
169,?,20
170,?,20
171,?,20
172,?,20
173,?,20
175,?,20
177,?,20
178,?,0
179,?,20
182,?,20
183,?,20
184,?,20
186,?,20
187,?,20
188,?,40
189,?,20
192,?,20
193,?,20
194,?,0
