ORIGIN,DESTINATION,OCCURRENCES
161,?,14
163,?,14
165,?,28
166,?,14
167,?,14
169,?,14
170,?,14
171,?,14
172,?,14
173,?,14
175,?,14
177,?,14
178,?,0
179,?,14
182,?,14
183,?,14
184,?,14
186,?,14
187,?,14
188,?,28
189,?,14
192,?,14
193,?,14
194,?,0
