ORIGIN,DESTINATION,OCCURRENCES
161,?,34
163,?,34
165,?,68
166,?,34
167,?,34
169,?,34
170,?,34
171,?,34
172,?,34
173,?,34
175,?,34
177,?,34
178,?,0
179,?,34
182,?,34
183,?,34
184,?,34
186,?,34
187,?,34
188,?,68
189,?,34
192,?,34
193,?,34
194,?,0
