ORIGIN,DESTINATION,OCCURRENCES
161,?,18
163,?,18
165,?,36
166,?,18
167,?,18
169,?,18
170,?,18
171,?,18
172,?,18
173,?,18
175,?,18
177,?,18
178,?,0
179,?,18
182,?,18
183,?,18
184,?,18
186,?,18
187,?,18
188,?,36
189,?,18
192,?,18
193,?,18
194,?,0
