ORIGIN,DESTINATION,OCCURRENCES
161,?,22
163,?,22
165,?,44
166,?,22
167,?,22
169,?,22
170,?,22
171,?,22
172,?,22
173,?,22
175,?,22
177,?,22
178,?,0
179,?,22
182,?,22
183,?,22
184,?,22
186,?,22
187,?,22
188,?,44
189,?,22
192,?,22
193,?,22
194,?,0
