ORIGIN,DESTINATION,OCCURRENCES
161,?,42
163,?,42
165,?,84
166,?,42
167,?,42
169,?,42
170,?,42
171,?,42
172,?,42
173,?,42
175,?,42
177,?,42
178,?,0
179,?,42
182,?,42
183,?,42
184,?,42
186,?,42
187,?,42
188,?,84
189,?,42
192,?,42
193,?,42
194,?,0
