ORIGIN,DESTINATION,OCCURRENCES
161,?,32
163,?,32
165,?,64
166,?,32
167,?,32
169,?,32
170,?,32
171,?,32
172,?,32
173,?,32
175,?,32
177,?,32
178,?,0
179,?,32
182,?,32
183,?,32
184,?,32
186,?,32
187,?,32
188,?,64
189,?,32
192,?,32
193,?,32
194,?,0
