48,0,0,0,48,48,48,15,0,48,48,0,0,0,24,0,48,48,48,48,48,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,48,48,48,48,48,48,48,0,0,48,0,48,0,0,48,0,0,0
48,0,0,0,48,48,48,48,48,48,48,0,36,0,48,48,0,0,48,0,0,0
48,0,0,0,48,0,0,38,0,48,48,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,48,48,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,24,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,48,48,48,48,48,48,48,48,48,48,0,0,26,48,0,0,0
48,0,0,0,48,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,48,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,48,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,48,0,0,0,0,48,48,0,0,0,0,0,0,12,0,0,0,0
48,0,0,0,48,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,4,48,48,48,48,48,48,3,0,0,0,0,0,0,0,0,0,0
48,0,0,0,48,48,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,48,48,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0
